adong_code,univ_code,time
1111061500,U004,64
1111061500,U006,64
1111061500,U001,38
1111061500,U007,49
1111061500,U010,75
1111061500,U008,62
1111061500,U011,71
1111061500,U009,54
1111061500,U012,46
1111061500,U013,55
1111061500,U016,47
1111061500,U015,75
1111061500,U017,56
1111061500,U014,60
1111061500,U022,23
1111061500,U018,54
1111061500,U020,57
1111061500,U019,79
1111061500,U021,83
1111061500,U023,70
1111061500,U027,40
1111061500,U024,78
1111061500,U025,95
1111061500,U026,81
1111061500,U030,57
1111061500,U028,44
1111061500,U029,55
1111061500,U031,54
1111061500,U035,44
1111061500,U033,46
1111061500,U034,73
1111061500,U032,66
1111061500,U036,65
1111061500,U037,72
1111061500,U039,55
1111061500,U040,57
1111061500,U038,64
1111061500,U041,62
1111061500,U042,56
1111061500,U045,59
1111061500,U043,68
1111061500,U046,50
1111061500,V001,50
1111061500,U047,63
1111063000,B001,20
1111061500,V002,38
1111061500,U044,37
1111063000,C003,45
1111063000,C004,47
1111063000,C001,68
1111063000,C002,74
1111063000,C005,54
1111063000,C006,71
1111063000,C007,43
1111063000,C008,58
1111063000,C009,48
1111063000,E001,65
1111063000,P002,46
1111063000,M001,52
1111063000,P001,77
1111063000,U002,55
1111063000,U004,62
1111063000,U003,46
1111063000,U005,46
1111063000,U006,45
1111063000,U001,32
1111063000,U007,39
1111063000,U008,54
1111063000,U009,50
1111063000,U012,41
1111063000,U011,58
1111063000,U010,76
1111063000,U013,46
1111063000,U014,64
1111063000,U015,69
1111063000,U017,52
1111063000,U016,56
1111063000,U018,51
1111063000,U022,27
1111063000,U019,61
1111063000,U020,74
1111063000,U021,88
1111063000,U023,50
1111063000,U024,66
1111063000,U025,74
1111063000,U026,73
1111063000,U028,41
1111063000,U029,51
1111063000,U027,40
1111063000,U030,51
1111063000,U031,48
1111063000,U032,61
1111063000,U033,51
1111063000,U034,67
1111063000,U035,60
1111063000,U036,65
1111063000,U038,63
1111063000,U040,54
1111063000,U037,59
1111063000,U039,55
1111063000,U041,71
1111063000,U042,44
1111063000,U043,63
1111063000,U045,62
1111063000,U044,37
1111063000,U046,44
1111064000,B001,15
1111063000,U047,63
1111063000,V001,54
1111063000,V002,33
1111064000,C003,48
1111064000,C001,87
1111064000,C002,63
