adong_code,univ_code,time
1129064000,U014,74
1129064000,U017,90
1129064000,U019,68
1129064000,U020,69
1129064000,U022,61
1129064000,U021,105
1129064000,U023,74
1129064000,U024,69
1129064000,U027,69
1129064000,U026,98
1129064000,U025,100
1129064000,U028,55
1129064000,U029,56
1129064000,U030,68
1129064000,U033,78
1129064000,U031,76
1129064000,U034,95
1129064000,U032,91
1129064000,U035,77
1129064000,U036,87
1129064000,U037,85
1129064000,U038,91
1129064000,U040,58
1129064000,U039,88
1129064000,U041,68
1129064000,U042,58
1129064000,U043,90
1129064000,U045,46
1129064000,U044,55
1129064000,U046,72
1129064000,U047,74
1129064000,V001,70
1129064000,V002,60
1129065000,B001,56
1129065000,C003,76
1129065000,C004,71
1129065000,C002,76
1129065000,C005,61
1129065000,C006,92
1129065000,C007,65
1129065000,C009,64
1129065000,C008,67
1129065000,E001,74
1129065000,M001,66
1129065000,P001,118
1129065000,P002,67
1129065000,U001,57
1129065000,U004,93
1129065000,U003,74
1129065000,C001,98
1129065000,U005,80
1129065000,U007,59
1129065000,U006,73
1129065000,U009,37
1129065000,U002,93
1129065000,U011,52
1129065000,U008,70
1129065000,U012,66
1129065000,U010,115
1129065000,U013,59
1129065000,U016,60
1129065000,U015,77
1129065000,U014,81
1129065000,U018,39
1129065000,U017,96
1129065000,U019,72
1129065000,U022,59
1129065000,U021,107
1129065000,U020,75
1129065000,U023,68
1129065000,U024,73
1129065000,U027,67
1129065000,U028,54
1129065000,U025,104
1129065000,U026,102
1129065000,U029,58
1129065000,U030,83
1129065000,U031,71
1129065000,U033,83
1129065000,U034,86
1129065000,U032,93
1129065000,U035,81
1129065000,U036,93
1129065000,U039,89
1129065000,U038,86
1129065000,U037,89
1129065000,U040,66
1129065000,U042,62
1129065000,U041,70
1129065000,U045,50
1129065000,U043,83
1129065000,U044,54
1129065000,V001,91
1129065000,U046,80
1129065000,V002,55
1129065000,U047,78
1129066000,B001,42
1129066000,C003,64
1129066000,C001,102
1129066000,C002,73
1129066000,C004,72
1129066000,C005,58
1129066000,C006,80
1129066000,C007,55
1129066000,C008,51
1129066000,C009,64
1129066000,E001,67
1129066000,M001,58
1129066000,P002,64
1129066000,U001,43
1129066000,P001,93
1129066000,U002,67
1129066000,U003,61
1129066000,U006,63
1129066000,U004,71
1129066000,U005,59
1129066000,U007,48
1129066000,U009,38
1129066000,U008,51
1129066000,U011,49
1129066000,U012,56
1129066000,U010,91
1129066000,U015,79
1129066000,U014,82
1129066000,U016,60
1129066000,U018,31
1129066000,U017,70
1129066000,U013,43
1129066000,U019,61
1129066000,U022,43
1129066000,U020,72
1129066000,U023,62
1129066000,U021,90
1129066000,U024,75
1129066000,U027,53
1129066000,U028,39
1129066000,U025,114
1129066000,U029,44
1129066000,U026,95
1129066000,U030,70
1129066000,U031,61
1129066000,U033,73
1129066000,U032,77
1129066000,U034,80
1129066000,U035,68
1129066000,U036,73
1129066000,U038,76
1129066000,U037,79
1129066000,U040,56
1129066000,U039,67
1129066000,U042,61
1129066000,U041,64
1129066000,U043,76
1129066000,U044,39
1129066000,U045,42
1129066000,U046,57
1129066000,V001,63
1129066000,U047,71
1129066000,V002,45
1129068500,B001,38
1129068500,C003,62
1129068500,C001,100
1129068500,C002,73
1129068500,C005,58
1129068500,C004,61
1129068500,C006,82
1129068500,C008,43
1129068500,C007,52
1129068500,C009,60
1129068500,E001,64
1129068500,M001,50
1129068500,U001,42
1129068500,P002,63
1129068500,P001,90
1129068500,U002,64
1129068500,U003,55
1129068500,U004,68
1129068500,U005,55
1129068500,U006,55
1129068500,U007,39
1129068500,U009,38
1129068500,U008,48
1129068500,U011,49
1129068500,U012,53
1129068500,U010,88
1129068500,U014,77
1129068500,U015,71
1129068500,U016,60
1129068500,U013,41
1129068500,U017,67
1129068500,U019,54
1129068500,U020,82
1129068500,U022,39
1129068500,U023,58
1129068500,U021,87
1129068500,U018,44
1129068500,U024,68
1129068500,U028,39
1129068500,U027,52
1129068500,U025,112
1129068500,U029,36
1129068500,U026,92
1129068500,U030,63
1129068500,U031,58
1129068500,U032,73
1129068500,U033,71
1129068500,U034,77
1129068500,U035,66
1129068500,U036,69
1129068500,U037,76
1129068500,U038,73
1129068500,U039,63
1129068500,U041,56
1129068500,U040,48
1129068500,U042,53
1129068500,U043,73
1129068500,U044,39
1129068500,U045,41
1129068500,U046,54
1129068500,U047,68
1129068500,V001,76
1129068500,V002,42
1129070500,B001,42
1129070500,C001,88
1129070500,C003,69
1129070500,C004,45
1129070500,C002,84
1129070500,C005,61
1129070500,C007,58
1129070500,C006,66
1129070500,C008,47
1129070500,C009,56
1129070500,E001,84
1129070500,M001,42
1129070500,P002,54
1129070500,U001,52
1129070500,P001,91
1129070500,U002,62
1129070500,U007,27
1129070500,U003,67
1129070500,U004,59
1129070500,U005,69
1129070500,U009,41
1129070500,U008,49
1129070500,U011,55
1129070500,U013,35
1129070500,U010,94
1129070500,U006,43
1129070500,U012,63
1129070500,U016,63
1129070500,U015,67
1129070500,U014,89
1129070500,U017,67
1129070500,U018,42
1129070500,U019,61
1129070500,U020,75
1129070500,U023,46
1129070500,U022,50
1129070500,U024,64
1129070500,U021,93
1129070500,U027,60
1129070500,U025,95
1129070500,U028,40
1129070500,U026,93
1129070500,U029,41
1129070500,U030,51
1129070500,U031,61
1129070500,U033,75
1129070500,U034,76
1129070500,U032,77
1129070500,U036,66
1129070500,U035,73
1129070500,U038,77
1129070500,U039,73
1129070500,U040,36
1129070500,U041,56
1129070500,U037,80
1129070500,U042,41
1129070500,U043,67
1129070500,U044,46
1129070500,U046,53
1129070500,U045,53
1129070500,V001,64
1129070500,U047,65
1129070500,V002,48
1129071500,B001,45
1129071500,C003,68
1129071500,C002,79
1129071500,C001,88
1129071500,C004,50
1129071500,C005,60
1129071500,C006,47
1129071500,C007,60
1129071500,C009,65
1129071500,C008,38
1129071500,M001,37
1129071500,E001,60
1129071500,P001,90
1129071500,P002,53
1129071500,U001,49
1129071500,U002,61
1129071500,U003,56
1129071500,U004,59
1129071500,U007,32
1129071500,U005,56
1129071500,U009,41
1129071500,U008,36
1129071500,U011,51
1129071500,U010,88
1129071500,U013,22
1129071500,U006,52
1129071500,U012,60
1129071500,U015,52
1129071500,U016,62
1129071500,U014,88
1129071500,U017,66
1129071500,U018,41
1129071500,U019,49
1129071500,U020,78
1129071500,U022,51
1129071500,U023,58
1129071500,U021,95
1129071500,U024,48
1129071500,U027,59
1129071500,U028,45
1129071500,U025,91
1129071500,U026,89
1129071500,U029,38
1129071500,U030,52
1129071500,U033,77
1129071500,U031,60
1129071500,U034,73
1129071500,U032,81
1129071500,U035,72
1129071500,U036,76
1129071500,U037,75
1129071500,U038,80
1129071500,U039,64
1129071500,U041,47
1129071500,U042,39
1129071500,U044,45
1129071500,U043,69
1129071500,U045,50
1129071500,U040,41
1129071500,U046,50
1129071500,V001,74
1129071500,U047,64
1129071500,V002,50
1129072500,B001,49
1129072500,C003,66
1129072500,C001,89
1129072500,C002,82
1129072500,C004,52
1129072500,C005,79
1129072500,C006,47
1129072500,C008,43
1129072500,C007,62
1129072500,M001,31
1129072500,C009,58
1129072500,E001,62
1129072500,P002,55
1129072500,U001,63
1129072500,P001,91
1129072500,U003,58
1129072500,U006,37
1129072500,U002,62
1129072500,U004,59
1129072500,U005,58
1129072500,U009,50
1129072500,U007,38
1129072500,U008,37
1129072500,U013,15
1129072500,U010,90
1129072500,U011,62
1129072500,U012,55
1129072500,U015,52
1129072500,U014,82
1129072500,U016,69
1129072500,U018,45
1129072500,U017,68
1129072500,U019,47
1129072500,U020,80
1129072500,U024,48
1129072500,U023,54
1129072500,U022,51
1129072500,U021,90
1129072500,U025,93
1129072500,U027,66
1129072500,U028,50
1129072500,U029,49
1129072500,U026,91
1129072500,U030,52
1129072500,U033,77
1129072500,U031,61
1129072500,U032,80
1129072500,U034,75
1129072500,U036,68
1129072500,U035,69
1129072500,U037,77
1129072500,U038,75
1129072500,U040,30
1129072500,U039,66
1129072500,U042,35
1129072500,U041,45
1129072500,U044,44
1129072500,U043,71
1129072500,U045,53
1129072500,U046,52
1129072500,U047,66
1129072500,V001,65
1129072500,V002,60
1129076000,C003,69
1129076000,B001,48
1129076000,C001,107
1129076000,C002,86
1129076000,C004,57
1129076000,C005,65
1129076000,C006,57
1129076000,C007,70
1129076000,C009,71
1129076000,C008,34
1129076000,E001,72
1129076000,P002,65
1129076000,P001,101
1129076000,M001,37
1129076000,U001,49
1129076000,U002,81
1129076000,U003,68
1129076000,U004,69
1129076000,U006,52
1129076000,U005,74
1129076000,U007,45
1129076000,U009,45
1129076000,U008,33
1129076000,U013,33
1129076000,U011,55
1129076000,U010,99
1129076000,U012,64
1129076000,U015,63
1129076000,U016,67
1129076000,U014,89
1129076000,U017,78
1129076000,U018,52
1129076000,U019,45
1129076000,U020,90
1129076000,U022,51
1129076000,U021,99
1129076000,U023,58
1129076000,U024,60
1129076000,U027,59
1129076000,U028,46
1129076000,U029,42
1129076000,U025,119
1129076000,U026,106
1129076000,U030,63
1129076000,U031,70
1129076000,U033,75
1129076000,U032,91
1129076000,U034,85
1129076000,U035,73
1129076000,U036,75
1129076000,U037,96
1129076000,U038,85
1129076000,U039,88
1129076000,U040,52
1129076000,U041,51
1129076000,U042,40
1129076000,U043,78
1129076000,U044,46
1129076000,U045,51
1129076000,U046,62
1129076000,V001,61
1129076000,U047,76
1129076000,V002,54
1129077000,B001,50
1129077000,C003,67
1129077000,C001,90
1129077000,C002,83
1129077000,C004,47
1129077000,C005,70
1129077000,C006,43
1129077000,C008,38
1129077000,C007,62
1129077000,M001,28
1129077000,C009,59
1129077000,E001,63
1129077000,P002,55
1129077000,U001,52
1129077000,P001,92
1129077000,U002,63
1129077000,U003,58
1129077000,U004,55
1129077000,U007,41
1129077000,U008,32
1129077000,U005,58
1129077000,U009,53
1129077000,U011,64
1129077000,U013,30
1129077000,U006,43
1129077000,U012,55
1129077000,U010,90
1129077000,U015,55
1129077000,U016,69
1129077000,U017,68
1129077000,U014,83
1129077000,U018,48
1129077000,U019,43
1129077000,U023,49
1129077000,U020,80
1129077000,U022,51
1129077000,U024,52
1129077000,U021,90
1129077000,U027,62
1129077000,U028,40
1129077000,U029,51
1129077000,U026,91
1129077000,U025,93
1129077000,U030,48
1129077000,U031,62
1129077000,U033,77
1129077000,U032,76
1129077000,U034,75
1129077000,U035,70
1129077000,U036,68
1129077000,U039,66
1129077000,U038,74
1129077000,U037,77
1129077000,U042,30
1129077000,U041,41
1129077000,U040,42
1129077000,U043,71
1129077000,U045,57
1129077000,U044,44
1129077000,U046,52
1129077000,U047,66
1129077000,V001,61
1129077000,V002,60
1129078000,B001,57
1129078000,C001,100
1129078000,C002,88
1129078000,C003,77
1129078000,C004,55
1129078000,C005,73
1129078000,C008,33
1129078000,C006,65
1129078000,C007,72
1129078000,C009,73
1129078000,E001,72
1129078000,M001,37
1129078000,P002,65
1129078000,P001,101
1129078000,U001,58
1129078000,U002,80
1129078000,U004,68
1129078000,U003,76
1129078000,U008,27
1129078000,U006,52
1129078000,U005,68
1129078000,U007,53
1129078000,U009,54
1129078000,U013,42
1129078000,U011,55
1129078000,U012,73
1129078000,U010,100
1129078000,U015,57
1129078000,U014,97
1129078000,U016,75
1129078000,U017,78
1129078000,U018,60
1129078000,U019,44
1129078000,U020,90
1129078000,U023,58
1129078000,U022,60
1129078000,U024,54
1129078000,U021,108
1129078000,U027,68
1129078000,U029,50
1129078000,U028,54
1129078000,U025,107
1129078000,U026,105
1129078000,U030,62
1129078000,U032,89
1129078000,U033,83
1129078000,U031,71
1129078000,U034,85
1129078000,U035,81
1129078000,U036,74
1129078000,U038,88
1129078000,U037,92
1129078000,U039,97
1129078000,U040,52
1129078000,U041,45
1129078000,U042,40
1129078000,U043,77
1129078000,U044,54
1129078000,U045,56
1129078000,U046,62
1129078000,U047,76
1129078000,V001,56
1129078000,V002,62
1129081000,B001,51
1129081000,C003,68
1129081000,C001,91
1129081000,C004,41
1129081000,C002,83
1129081000,C005,71
1129081000,C006,43
1129081000,C008,39
1129081000,C009,60
1129081000,M001,22
1129081000,C007,63
1129081000,E001,63
1129081000,P002,56
1129081000,U001,53
1129081000,P001,92
1129081000,U002,63
1129081000,U003,59
1129081000,U004,55
1129081000,U007,37
1129081000,U005,59
1129081000,U008,32
1129081000,U006,37
1129081000,U009,56
1129081000,U013,30
1129081000,U012,56
1129081000,U011,65
1129081000,U010,91
1129081000,U015,50
1129081000,U014,84
1129081000,U016,70
1129081000,U017,69
1129081000,U018,50
1129081000,U019,42
1129081000,U020,81
1129081000,U024,46
1129081000,U023,43
1129081000,U022,52
1129081000,U021,91
1129081000,U027,63
1129081000,U029,52
1129081000,U028,41
1129081000,U025,94
1129081000,U026,92
1129081000,U030,49
1129081000,U033,78
1129081000,U031,63
1129081000,U032,77
1129081000,U034,76
1129081000,U035,70
1129081000,U036,69
1129081000,U037,78
1129081000,U038,75
1129081000,U039,67
1129081000,U040,36
1129081000,U041,44
1129081000,U042,24
1129081000,U043,72
1129081000,U044,45
1129081000,U045,58
1129081000,U047,67
1129081000,U046,53
1129081000,V001,62
1130553400,B001,44
1129081000,V002,61
1130553400,C001,93
1130553400,C002,73
1130553400,C003,71
1130553400,C004,61
1130553400,C005,58
1130553400,C007,58
1130553400,C006,65
1130553400,C008,58
1130553400,C009,60
1130553400,E001,70
1130553400,M001,61
1130553400,P002,63
1130553400,P001,95
1130553400,U001,54
1130553400,U002,70
1130553400,U003,70
1130553400,U004,73
1130553400,U006,59
1130553400,U005,61
1130553400,U007,49
1130553400,U009,36
1130553400,U008,58
1130553400,U011,40
1130553400,U010,94
1130553400,U012,58
1130553400,U013,52
1130553400,U018,35
1130553400,U015,73
1130553400,U016,60
1130553400,U014,93
1130553400,U017,75
1130553400,U019,65
1130553400,U020,88
1130553400,U021,93
1130553400,U022,45
1130553400,U023,73
1130553400,U024,69
1130553400,U027,64
1130553400,U025,100
1130553400,U029,32
1130553400,U026,98
1130553400,U028,48
1130553400,U030,68
1130553400,U033,79
1130553400,U034,82
1130553400,U032,79
1130553400,U031,64
1130553400,U035,75
1130553400,U036,75
1130553400,U038,78
1130553400,U037,85
1130553400,U039,69
1130553400,U040,58
1130553400,U041,52
1130553400,U045,23
1130553400,U042,57
1130553400,U043,78
1130553400,U044,50
1130553400,U046,60
1130553400,U047,73
1130553400,V001,65
1130553400,V002,48
1130553500,B001,37
1130553500,C003,68
1130553500,C002,80
1130553500,C001,86
1130553500,C004,60
1130553500,C005,65
1130553500,C006,59
1130553500,C007,52
1130553500,C008,45
1130553500,C009,60
1130553500,E001,64
1130553500,M001,55
1130553500,P002,62
1130553500,U001,40
1130553500,P001,89
1130553500,U002,64
1130553500,U003,55
1130553500,U004,67
1130553500,U006,53
1130553500,U005,55
1130553500,U007,43
1130553500,U009,45
1130553500,U011,36
1130553500,U012,52
1130553500,U008,44
1130553500,U010,88
1130553500,U013,46
1130553500,U015,65
1130553500,U016,67
1130553500,U014,73
1130553500,U017,67
1130553500,U018,43
1130553500,U019,58
1130553500,U020,81
1130553500,U022,39
1130553500,U023,56
1130553500,U021,87
1130553500,U024,62
1130553500,U029,15
1130553500,U027,59
1130553500,U028,40
1130553500,U026,91
1130553500,U025,93
1130553500,U030,64
1130553500,U031,57
1130553500,U032,73
1130553500,U033,78
1130553500,U034,76
1130553500,U035,73
1130553500,U036,69
1130553500,U037,75
1130553500,U038,72
1130553500,U039,63
1130553500,U040,51
1130553500,U041,43
1130553500,U045,28
1130553500,U042,58
1130553500,U043,72
1130553500,U044,39
1130553500,U046,53
1130553500,U047,67
1130553500,V001,59
1130553500,V002,42
1130554500,B001,40
1130554500,C001,106
1130554500,C003,68
1130554500,C005,64
1130554500,C004,63
1130554500,C002,83
1130554500,C006,72
1130554500,C009,63
1130554500,E001,67
1130554500,M001,46
1130554500,P001,92
1130554500,P002,65
1130554500,U001,43
1130554500,U002,67
1130554500,U003,58
1130554500,U004,70
1130554500,U005,58
1130554500,U006,61
1130554500,U007,45
1130554500,C008,39
1130554500,C007,55
1130554500,U009,44
1130554500,U008,40
1130554500,U011,50
1130554500,U010,90
1130554500,U012,55
1130554500,U013,37
1130554500,U014,87
1130554500,U015,67
1130554500,U016,66
1130554500,U017,69
1130554500,U019,60
1130554500,U020,84
1130554500,U021,90
1130554500,U022,42
1130554500,U018,46
1130554500,U023,60
1130554500,U024,64
1130554500,U027,58
1130554500,U029,37
1130554500,U028,50
1130554500,U025,96
1130554500,U026,94
1130554500,U030,70
1130554500,U031,60
1130554500,U032,76
1130554500,U033,77
1130554500,U034,79
1130554500,U035,72
1130554500,U036,72
1130554500,U037,78
1130554500,U039,66
1130554500,U038,75
1130554500,U041,58
1130554500,U040,54
1130554500,U042,49
1130554500,U043,75
1130554500,U044,42
1130554500,U045,42
1130554500,U046,56
1130554500,V001,78
1130554500,U047,70
1130555500,B001,41
1130554500,V002,44
1130555500,C003,65
1130555500,C001,104
1130555500,C005,62
1130555500,C004,53
1130555500,C002,77
1130555500,C007,56
1130555500,C006,74
1130555500,C008,45
1130555500,C009,60
1130555500,E001,68
1130555500,M001,52
1130555500,U001,46
1130555500,P002,62
1130555500,P001,93
1130555500,U002,68
1130555500,U004,71
1130555500,U003,70
1130555500,U006,51
1130555500,U007,35
1130555500,U005,59
1130555500,U009,34
1130555500,U008,46
1130555500,U011,36
1130555500,U012,56
1130555500,U010,92
1130555500,U015,73
1130555500,U016,64
1130555500,U014,81
1130555500,U017,71
1130555500,U018,32
1130555500,U013,41
1130555500,U019,66
1130555500,U020,80
1130555500,U022,48
1130555500,U023,54
1130555500,U024,69
1130555500,U021,91
1130555500,U029,30
1130555500,U027,56
1130555500,U028,43
1130555500,U025,116
1130555500,U026,98
1130555500,U030,64
1130555500,U031,61
1130555500,U033,75
1130555500,U032,77
1130555500,U034,80
1130555500,U035,70
1130555500,U036,78
1130555500,U037,79
1130555500,U038,76
1130555500,U039,67
1130555500,U040,44
1130555500,U041,50
1130555500,U042,55
1130555500,U043,76
1130555500,U045,34
1130555500,U044,42
1130555500,U046,57
1130555500,V001,76
1130557500,B001,47
1130555500,U047,73
1130555500,V002,46
1130557500,C001,106
1130557500,C003,67
1130557500,C005,64
1130557500,C002,79
1130557500,C004,62
1130557500,C007,58
1130557500,C006,83
1130557500,C008,51
1130557500,C009,62
1130557500,E001,70
1130557500,M001,58
1130557500,U001,48
1130557500,P001,95
1130557500,P002,64
1130557500,U002,70
1130557500,U003,66
1130557500,U004,73
1130557500,U006,62
1130557500,U005,61
1130557500,U007,46
1130557500,U009,39
1130557500,U011,44
1130557500,U012,69
1130557500,U010,92
1130557500,U008,50
1130557500,U013,43
1130557500,U018,31
1130557500,U015,74
1130557500,U016,66
1130557500,U014,88
1130557500,U017,77
1130557500,U019,69
1130557500,U020,89
1130557500,U021,93
1130557500,U022,48
1130557500,U023,67
1130557500,U024,70
1130557500,U027,58
1130557500,U028,45
1130557500,U026,100
1130557500,U025,101
1130557500,U029,39
1130557500,U030,69
1130557500,U033,73
1130557500,U031,64
1130557500,U032,79
1130557500,U034,82
1130557500,U035,72
1130557500,U036,75
1130557500,U037,86
1130557500,U039,69
1130557500,U038,76
1130557500,U040,55
1130557500,U041,58
1130557500,U042,60
1130557500,U043,78
1130557500,U044,44
1130557500,U045,29
1130557500,U046,60
1130557500,V001,82
1130559500,B001,44
1130557500,U047,75
1130557500,V002,48
1130559500,C003,81
1130559500,C001,115
1130559500,C005,74
1130559500,C004,65
1130559500,C002,83
1130559500,C006,62
1130559500,C008,40
1130559500,C007,58
1130559500,C009,67
1130559500,E001,70
1130559500,M001,56
1130559500,U001,46
1130559500,P002,69
1130559500,P001,96
1130559500,U002,70
1130559500,U003,61
1130559500,U004,74
1130559500,U006,63
1130559500,U005,61
1130559500,U007,51
1130559500,U011,33
1130559500,U009,55
1130559500,U008,43
1130559500,U010,94
1130559500,U012,59
1130559500,U013,56
1130559500,U015,66
1130559500,U014,80
1130559500,U016,76
1130559500,U017,73
1130559500,U018,50
1130559500,U019,61
1130559500,U020,88
1130559500,U022,46
1130559500,U021,93
1130559500,U023,61
1130559500,U024,63
1130559500,U029,29
1130559500,U027,68
1130559500,U028,46
1130559500,U025,100
1130559500,U026,98
1130559500,U030,67
1130559500,U031,64
1130559500,U032,79
1130559500,U033,90
1130559500,U034,83
1130559500,U035,85
1130559500,U036,75
1130559500,U038,79
1130559500,U037,82
1130559500,U039,70
1130559500,U040,59
1130559500,U041,40
1130559500,U042,50
1130559500,U043,79
1130559500,U044,46
1130559500,U046,60
1130559500,U047,74
1130559500,V001,66
1130559500,U045,30
1130559500,V002,48
1130560300,B001,45
1130560300,C003,74
1130560300,C002,83
1130560300,C001,111
1130560300,C004,68
1130560300,C005,69
1130560300,C006,77
1130560300,C008,40
1130560300,C007,59
1130560300,C009,67
1130560300,E001,71
1130560300,M001,50
1130560300,P002,70
1130560300,P001,97
1130560300,U001,47
1130560300,U002,71
1130560300,U003,62
1130560300,U004,75
1130560300,U005,62
1130560300,U006,66
1130560300,U007,47
1130560300,U009,49
1130560300,U008,46
1130560300,U011,52
1130560300,U010,95
1130560300,U012,59
1130560300,U013,42
1130560300,U015,71
1130560300,U014,83
1130560300,U016,71
1130560300,U018,51
1130560300,U017,74
1130560300,U019,61
1130560300,U020,89
1130560300,U021,94
1130560300,U022,46
1130560300,U023,71
1130560300,U024,67
1130560300,U029,35
1130560300,U027,63
1130560300,U025,100
1130560300,U028,50
1130560300,U026,99
1130560300,U030,77
1130560300,U031,65
1130560300,U033,82
1130560300,U032,80
1130560300,U034,84
1130560300,U035,77
1130560300,U036,76
1130560300,U038,80
1130560300,U037,83
1130560300,U039,70
1130560300,U041,48
1130560300,U040,66
1130560300,U042,53
1130560300,U043,79
1130560300,U044,47
1130560300,U045,40
1130560300,U046,61
1130560300,V001,83
1130560300,U047,74
1130560300,V002,49
1130560800,B001,51
1130560800,C001,117
1130560800,C003,79
1130560800,C002,90
1130560800,C004,72
1130560800,C008,44
1130560800,C005,75
1130560800,C006,67
1130560800,C007,66
1130560800,C009,74
1130560800,M001,51
1130560800,E001,78
1130560800,P002,76
1130560800,P001,103
1130560800,U001,61
1130560800,U002,78
1130560800,U003,69
1130560800,U004,79
1130560800,U008,44
1130560800,U006,66
1130560800,U005,69
1130560800,U007,53
1130560800,U009,56
1130560800,U011,59
1130560800,U012,66
1130560800,U010,101
1130560800,U013,47
1130560800,U015,72
1130560800,U014,100
1130560800,U016,77
1130560800,U017,80
1130560800,U019,54
1130560800,U018,56
1130560800,U022,53
1130560800,U021,101
1130560800,U020,95
1130560800,U024,68
1130560800,U023,72
1130560800,U027,71
1130560800,U029,49
1130560800,U028,57
1130560800,U025,107
1130560800,U026,105
1130560800,U030,72
1130560800,U032,87
1130560800,U031,71
1130560800,U033,88
1130560800,U034,90
1130560800,U036,83
1130560800,U037,89
1130560800,U035,83
1130560800,U038,86
1130560800,U039,77
1130560800,U040,66
1130560800,U042,54
1130560800,U041,53
1130560800,U043,86
1130560800,U044,57
1130560800,U045,48
1130560800,U047,81
1130560800,U046,67
1130560800,V001,71
1130560800,V002,55
1130561500,B001,55
1130561500,C003,82
1130561500,C001,123
1130561500,C002,95
1130561500,C004,69
1130561500,C005,81
1130561500,C006,73
1130561500,C007,69
1130561500,C009,69
1130561500,C008,60
1130561500,E001,81
1130561500,M001,71
1130561500,U001,57
1130561500,P001,107
1130561500,P002,71
1130561500,U002,81
1130561500,U004,85
1130561500,U006,83
1130561500,U003,72
1130561500,U007,56
1130561500,U005,72
1130561500,U009,43
1130561500,U011,42
1130561500,U008,62
1130561500,U012,70
1130561500,U010,105
1130561500,U013,62
1130561500,U015,79
1130561500,U016,83
1130561500,U014,91
1130561500,U018,41
1130561500,U017,84
1130561500,U019,72
1130561500,U021,104
1130561500,U022,56
1130561500,U020,99
1130561500,U023,80
1130561500,U024,76
1130561500,U029,41
1130561500,U027,71
1130561500,U026,109
1130561500,U025,111
1130561500,U028,59
1130561500,U030,78
1130561500,U031,75
1130561500,U033,91
1130561500,U034,94
1130561500,U032,90
1130561500,U035,86
1130561500,U036,86
1130561500,U038,90
1130561500,U037,93
1130561500,U039,80
1130561500,U040,76
1130561500,U041,55
1130561500,U045,33
1130561500,U042,61
1130561500,U044,57
1130561500,U046,71
1130561500,U043,90
1130561500,U047,85
1130561500,V001,76
1130561500,V002,59
1130562500,B001,45
1130562500,C001,99
1130562500,C003,79
1130562500,C002,86
1130562500,C004,67
1130562500,C005,71
1130562500,C006,62
1130562500,C008,40
1130562500,C007,59
1130562500,C009,66
1130562500,E001,71
1130562500,M001,61
1130562500,P002,68
1130562500,P001,96
1130562500,U001,47
1130562500,U002,71
1130562500,U004,74
1130562500,U003,62
1130562500,U006,76
1130562500,U005,62
1130562500,U011,22
1130562500,U009,51
1130562500,U007,49
1130562500,U008,60
1130562500,U010,93
1130562500,U013,52
1130562500,U012,59
1130562500,U014,90
1130562500,U015,83
1130562500,U016,73
1130562500,U018,52
1130562500,U017,81
1130562500,U019,60
1130562500,U020,89
1130562500,U022,46
1130562500,U021,94
1130562500,U023,82
1130562500,U024,66
1130562500,U029,31
1130562500,U027,70
1130562500,U025,106
1130562500,U028,51
1130562500,U026,104
1130562500,U030,68
1130562500,U031,65
1130562500,U032,80
1130562500,U033,88
1130562500,U034,84
1130562500,U035,83
1130562500,U036,76
1130562500,U037,83
1130562500,U038,78
1130562500,U039,70
1130562500,U040,63
1130562500,U041,44
1130562500,U045,29
1130562500,U042,64
1130562500,U044,45
1130562500,U043,79
1130562500,U046,61
1130562500,V001,85
1130562500,U047,79
1130563500,B001,42
1130562500,V002,49
1130563500,C001,92
1130563500,C003,73
1130563500,C004,57
1130563500,C005,70
1130563500,C002,85
1130563500,C006,60
1130563500,C007,57
1130563500,C008,45
1130563500,E001,69
1130563500,C009,65
1130563500,M001,60
1130563500,P001,94
1130563500,U001,45
1130563500,P002,67
1130563500,U002,69
1130563500,U003,60
1130563500,U004,72
1130563500,U005,60
1130563500,U006,54
1130563500,U007,50
1130563500,U011,28
1130563500,U009,50
1130563500,U008,48
1130563500,U012,57
1130563500,U010,93
1130563500,U013,51
1130563500,U015,72
1130563500,U016,72
1130563500,U014,89
1130563500,U018,51
1130563500,U017,72
1130563500,U019,60
1130563500,U020,86
1130563500,U022,44
1130563500,U021,92
1130563500,U024,64
1130563500,U023,63
1130563500,U029,30
1130563500,U027,64
1130563500,U025,98
1130563500,U028,45
1130563500,U026,96
1130563500,U030,65
1130563500,U031,62
1130563500,U033,82
1130563500,U032,78
1130563500,U034,81
1130563500,U035,77
1130563500,U036,74
1130563500,U038,77
1130563500,U037,80
1130563500,U039,68
1130563500,U041,41
1130563500,U040,58
1130563500,U042,63
1130563500,U045,31
1130563500,U043,77
1130563500,U044,44
1130563500,U046,59
1130563500,V001,64
1130563500,V002,47
1130564500,B001,72
1130563500,U047,72
1130564500,C001,119
1130564500,C003,98
1130564500,C005,104
1130564500,C004,87
1130564500,C002,119
1130564500,C006,91
1130564500,C009,86
1130564500,C007,87
1130564500,C008,91
1130564500,E001,96
1130564500,M001,93
1130564500,U001,75
1130564500,P002,88
1130564500,P001,125
1130564500,U003,97
1130564500,U004,103
1130564500,U002,97
1130564500,U006,85
1130564500,U005,90
1130564500,U009,84
1130564500,U011,47
1130564500,U007,83
1130564500,U008,88
1130564500,U010,128
1130564500,U012,87
1130564500,U013,84
1130564500,U014,123
1130564500,U015,98
1130564500,U016,106
1130564500,U018,73
1130564500,U017,101
1130564500,U019,88
1130564500,U020,113
1130564500,U022,74
1130564500,U021,122
1130564500,U023,91
1130564500,U024,95
1130564500,U029,63
1130564500,U027,88
1130564500,U028,71
1130564500,U025,126
