sttn_id,stop_number
72529,23312
72531,23294
72533,02209
72535,06187
72536,06189
72537,06191
72538,06223
72539,06190
72540,06188
72541,06186
72546,23321
72548,23315
72551,23331
72556,23231
72557,23352
72558,23351
72559,23348
72561,23457
72562,09289
72563,09102
72564,09103
72567,09107
72569,09171
72570,09173
72571,09175
72572,09011
72573,08148
72578,22131
72579,22119
72581,22105
72582,22107
72584,22103
72585,22104
72586,22114
72591,08149
72593,09174
72595,09170
72596,09109
72598,10218
72599,09104
72602,10325
72605,02158
72609,02235
72618,21164
72619,18138
72627,07281
72628,07354
72640,07251
72641,07427
72642,07317
72643,07318
72644,07320
72645,04133
72649,04254
72652,04293
72654,12155
72657,05240
72675,07308
72706,12234
72707,12235
72708,12236
72713,12421
72718,12231
72719,12232
72720,12233
72743,12441
72749,12433
72751,12430
72753,24452
72754,24309
72756,24310
72757,24323
72758,24325
72759,24365
72760,24364
72763,23401
72774,22156
72781,22234
72782,21149
72789,20106
72795,19138
72798,19008
72799,19007
72812,22340
72814,22252
72817,22249
72826,23349
72836,24319
72838,24324
72839,24322
72840,24457
72841,24308
72842,24453
72851,23262
72853,23298
72854,23278
72855,23272
72856,23139
72857,23140
72858,23130
72859,23162
72860,23163
72867,23153
72868,23152
72869,23131
72870,23141
72871,23142
72872,23271
72873,23279
72874,23299
72876,23247
72877,23248
72886,23193
72891,24209
72892,24208
72893,24207
72894,24456
72897,24317
72898,24316
72899,24455
72900,24379
72908,23176
72913,04155
72914,02193
72915,01217
72916,01277
72921,01226
72925,02194
72926,04156
72929,23160
72931,23206
72936,24191
72938,24444
72939,24382
72940,24454
72941,24315
72942,24318
72943,04247
72945,04259
72946,04231
72948,04128
72950,04134
72954,04229
72957,04230
72958,04228
72959,04258
72960,04226
72972,03253
72973,03251
72974,03249
72976,03313
72977,03311
72978,03309
72979,03307
72980,03305
72981,03322
72983,03321
72984,03304
72985,03306
72986,03308
72987,03310
72988,03312
72990,03250
72991,03252
72992,03255
72993,03122
72994,03294
72995,03292
72996,03290
72997,03288
72998,03296
73000,03287
73003,09225
73008,08249
73009,09261
73010,09220
73013,09226
73025,06174
73031,06152
73035,06146
73036,06144
73039,06417
73051,09181
73056,10110
73057,10162
73058,10164
73059,10166
73060,10168
73061,10181
73062,10310
73063,10183
73064,10192
73065,10190
73066,10188
73068,10277
73069,10227
73072,09198
73073,09200
73074,09146
73075,09144
73076,09142
73081,09145
73083,09147
73084,09201
73087,10226
73089,10302
73090,10208
73091,10186
73092,10189
73093,10191
73094,10182
73097,10167
73098,10165
73100,10161
73101,10109
73104,10317
73108,10204
73109,10206
73110,10210
73112,10214
73119,09140
73120,09138
73121,09136
73122,09211
73123,09213
73124,09215
73125,09218
73126,09217
73127,09216
73128,09214
73129,09212
73130,09137
73131,09139
73132,09141
73133,09248
73141,10215
73143,10211
73144,10207
73145,10205
73154,23203
73155,23204
73156,23289
73159,22271
73160,22306
73161,22304
73162,23367
73165,23365
73166,23369
73167,23370
73168,23322
73169,23313
73170,23304
73173,23208
73182,06136
73185,06322
73187,06239
73188,06241
73189,06244
73190,06246
73191,06248
73196,06249
73198,06245
73199,06243
73200,06242
73201,06240
73202,06238
73528,09275
73529,09298
73530,09273
73531,09276
73532,09303
73535,09274
73536,09295
73537,09227
7356,16168
73642,16306
73645,16117
73648,16122
73649,16124
73654,19182
73659,19181
73660,19178
73664,16123
73665,16121
73667,16116
73669,16305
73677,03154
73678,03156
73679,22212
73681,22136
73683,22168
73684,22169
73685,22170
73686,22134
73687,22135
73688,22137
73689,22214
73690,03155
73691,03153
73693,03179
73695,14151
73757,24463
73758,24462
73760,24327
73767,03152
73768,03149
73769,03148
73771,02147
73772,03150
73773,03151
73776,23117
73781,24328
73782,23402
73783,23994
73789,23357
73790,23355
73799,23137
73801,23143
73803,23120
73805,22213
73808,23267
73809,23144
73811,23274
73812,23275
73816,23309
73817,23332
73821,23356
73822,23358
73823,23359
73827,23981
73829,23403
7384,16118
73848,03257
73849,03258
73854,04164
73857,04168
73860,04165
73866,08367
73867,08368
73868,08355
7387,16119
73870,08361
73871,08364
73872,08330
73874,08267
73875,08269
73877,08307
73878,08296
73879,08270
73880,08268
73881,08365
73883,08366
73885,08360
73887,08370
73889,11359
73890,11361
73891,11365
73893,11458
73894,11360
73896,11470
73897,11446
73901,11178
73902,11171
73903,11169
73904,11166
73905,11165
73907,11110
73908,11108
73909,11364
73936,16149
73938,16146
73939,16143
73949,16141
73950,16144
73952,16148
73953,16150
73983,23166
73986,22204
73987,22205
74008,22206
74009,22174
74012,23167
74029,19144
74030,19142
74031,19140
7404,16125
74188,12204
74192,12303
74195,13183
74197,13180
7420,16158
74203,19122
74209,13184
7421,16159
74211,12309
7422,16115
74276,12424
7429,16307
7431,16308
74414,12287
74415,12288
74416,12289
74417,12290
74418,12291
74419,12292
74420,12293
74421,12294
74423,13161
74426,13155
74427,13153
74429,13149
74432,13148
74433,13150
74435,13154
74436,13156
74440,13124
74441,12279
74442,12280
74443,12281
74444,12282
74445,12283
74446,12284
74447,12285
74448,12286
74449,12361
74456,12222
74457,12221
74458,12275
74459,12276
74460,12277
74461,12278
74465,12271
74466,12272
74467,12273
74469,12420
74470,12223
7452,16151
74577,21145
7458,15342
74586,09128
74591,01158
74594,01155
74596,13169
74604,19150
74612,13168
74616,01161
74617,01160
74619,09010
74620,09008
74621,09006
74622,09129
74630,11248
74631,10279
74639,10194
74640,10187
74641,10185
74642,10184
74643,10193
74651,10278
74652,11247
74668,06145
74669,06147
74676,06225
74678,06230
74681,08110
74686,19287
74693,09291
74694,09133
74695,09131
74696,09119
74697,09117
74698,09115
74699,09113
74700,01005
74703,09112
74704,09114
74705,09116
74706,09118
74707,09130
74708,09132
74709,09263
74745,10009
74747,09002
74749,10016
7475,15351
74750,10014
74751,10012
74752,10010
74754,10006
7478,15347
7479,15346
74799,11372
74800,10242
74801,10245
74802,10247
74803,10249
74804,10251
74805,09152
74806,09150
74807,09148
74808,09267
74809,09266
74810,09149
74811,09151
74812,09153
74813,10250
74814,10248
74815,10246
74817,10241
74819,11390
7486,15334
74877,22182
74879,23345
74882,23347
74884,22181
74889,08162
7489,15335
74890,08344
74898,03323
74899,03269
749,02686
74900,03270
74913,19013
74914,19012
74915,19011
74917,18002
74918,18150
74919,18006
74920,18008
74922,18012
74923,18014
74926,18013
74927,18011
74931,18003
74932,18001
74934,20003
74935,20004
74937,20108
74939,20111
74947,19006
74968,19114
74984,16166
74987,08263
74991,19146
74992,19130
74993,19283
74994,19145
74998,08264
74999,13261
750,02688
75000,13204
75001,13209
75002,13191
75003,13230
7501,15352
75012,10140
75016,11250
75018,10143
75020,10139
75022,11291
75026,11303
75028,11298
75029,11500
75030,11297
75031,11295
75032,10282
75033,10280
75034,10284
75035,10286
75044,10298
75051,10331
75052,10287
75053,10285
75054,10281
75056,10283
75057,11296
75058,11344
75059,11499
75060,11299
75068,10312
75076,20185
75077,20183
75078,20180
75079,20178
7508,15333
75080,20177
75081,20174
75082,20172
75086,20171
75087,20173
75088,20175
75089,20176
75090,20179
75091,20181
75092,20182
75093,20184
75099,08127
751,02687
75100,06168
7511,15345
75112,25224
75114,25221
75115,25240
75124,06170
75125,06172
75126,06173
75127,04272
75128,04223
75129,23154
75130,23472
75131,22303
75132,22378
75133,22367
75134,23326
75135,23469
75136,23164
75137,04222
75139,10020
7514,15338
75140,23105
75141,23106
75142,22221
75143,22224
75144,22263
75145,22264
75146,22238
75147,22237
75148,22229
75149,22230
75150,22268
75151,22222
75152,22223
75153,23430
75154,23429
75155,06165
75158,06204
75159,06202
75160,04268
75161,04116
75162,04271
75163,04118
75164,04124
75165,04126
75169,04265
75170,23180
75171,04264
75172,04266
75177,04127
75179,04123
75180,04117
75181,04267
75183,06286
75184,08329
75185,08248
75186,11336
75188,08283
75189,08285
75192,06179
75193,06181
75194,04107
75196,04104
75198,04252
75199,04106
752,23804
75200,06185
75201,06183
75202,06180
75204,08288
75205,08286
75206,08284
75208,11286
75209,08223
75210,08224
75211,08226
75212,08228
75213,08230
75214,08232
75215,08234
75219,08299
7522,15339
75224,08300
75225,08298
75229,08237
75230,08235
75231,08233
75232,08231
75233,08229
75234,08227
75235,08225
75238,06283
75239,06281
75240,06330
75241,06349
75242,06357
7525,17180
7526,17181
75265,06315
75267,12199
75269,12201
75274,01151
75286,12188
75289,22129
75290,22110
75291,22153
75292,22152
75293,22253
75295,22246
75297,22269
75300,22247
75301,22245
75302,22262
75303,22151
75304,22154
75305,22111
75306,22130
75307,19358
75308,19201
75309,19200
75314,15180
75315,15176
75316,15179
75317,15178
75318,15181
75319,15191
75325,15313
7533,15293
75332,16202
75336,15332
75340,15221
75346,15188
75347,15189
75348,15182
75349,15177
75353,19318
75354,19195
75355,19392
75356,19359
75357,15223
7536,15324
75360,11491
75361,11225
75362,11226
75363,11227
75364,11230
75366,11240
75370,10159
75371,10157
75372,10294
75373,10295
75374,10296
75375,10156
75376,10158
75378,11217
75382,11231
75383,11229
75384,11228
75385,11224
75386,11232
7539,15296
75390,11803
75391,11801
75397,07425
75398,07426
75399,07214
754,06023
75406,08199
75407,08201
75408,08203
75409,08205
75410,08207
75411,08209
75414,08215
75415,06130
75416,06128
75420,06320
75421,02187
75424,23113
75426,23119
75428,23268
75432,23145
75433,23146
75434,23132
75435,23133
75439,04113
75440,06321
75441,06123
75443,06127
75444,06129
75446,08216
75449,08210
75451,08206
75452,08204
75453,08202
75454,08200
75455,08262
75456,08324
75461,08323
75462,08325
75464,08393
75465,01228
75466,01222
75470,06308
75471,06309
75472,06258
75473,06259
75474,06260
75475,06265
75476,06262
75477,06263
75479,06252
75480,06250
75481,06314
75482,06313
75483,06267
75484,06264
75486,06234
75487,06233
75488,06231
75490,06226
75491,08236
75492,06161
75493,06222
75494,06224
75495,06229
75496,06232
75498,06261
75499,06266
755,13025
75500,06268
75503,06155
75510,07250
75511,07248
75512,07249
75513,06220
75514,06218
7553,15292
75535,06217
75536,06219
75537,06221
75538,06419
7556,16211
7557,16214
75572,04273
75573,02257
75574,02258
75575,02259
75576,04289
75577,04275
75578,04277
75579,04279
7558,15295
75580,04281
75581,04280
75582,04278
75583,04276
75584,04290
75585,02260
75586,02261
75600,23456
75602,23515
75604,23516
75605,23517
75606,23518
75607,23519
75613,23341
75615,23232
75616,23523
75640,12391
75643,12217
75644,12347
75645,12345
75646,12343
75648,12164
75652,13202
75658,12212
75661,12390
75663,23524
7569,15298
75690,15331
757,13023
7570,15315
75713,11443
75714,11215
75715,11214
7572,15354
75724,11206
75726,11261
75727,11386
7573,16198
75730,25135
75736,24231
75740,25241
75744,25136
75747,23433
75748,23368
75752,23122
75753,23123
75758,23215
7576,16197
75760,22191
75761,22192
75777,22307
75778,22309
7578,16210
75786,22324
75787,11486
75789,12317
75810,09278
75811,19303
75813,02105
7583,15329
7584,16209
75850,18112
7586,15353
75863,17143
75866,17138
7587,16196
75871,18111
759,14016
7590,16147
75909,18174
7591,16195
75910,18175
75917,18190
75919,18229
7592,15222
75920,18194
75921,18196
75927,19231
75928,18195
75929,18193
7593,15314
75930,18228
75932,18189
75935,18180
75938,18173
75941,18166
75943,15377
75944,16190
75951,15340
75952,15371
7596,16208
7597,16112
75973,18186
75975,03138
75977,03135
75978,03133
75979,03326
75980,03130
75982,03131
75983,03332
75984,03132
75986,03137
75987,03331
75988,18187
76,25725
760,14015
76008,03330
76009,12192
76010,12197
76011,12449
76012,12448
76014,12445
76015,12447
76016,12450
76017,12190
76018,12195
76021,12351
76023,12350
76044,09221
76058,08328
76069,25111
76070,25309
76079,25310
7608,16207
76080,25112
76087,09223
76096,09172
761,12007
76100,09224
7613,16309
76130,24466
7614,15307
76164,08390
76167,08394
76169,08391
762,12008
7620,16194
76205,11149
7621,16205
76211,11113
76218,11148
7622,16206
76242,24473
76243,24472
76247,21339
76283,18109
76285,18103
76288,18215
76294,17159
76295,18216
7632,15316
7633,15306
7634,16193
76345,19210
7635,16145
764,11861
76419,21232
7642,08179
76423,21254
76424,20221
76425,20220
76426,20219
7643,09143
76431,20228
76432,20222
76433,21255
76436,20201
76440,15355
76442,15247
76444,15268
76447,19211
76448,15159
7645,10202
76450,15279
76452,15271
76453,15283
7646,08121
7649,08122
76491,03303
76494,03233
76496,03198
7651,09126
76525,15363
76527,15366
76530,15405
7654,02182
7658,22285
76587,22139
76591,22141
766,11862
76615,18225
7662,22286
76621,18220
7664,08180
76660,04211
7668,09127
76720,09232
76721,09234
76724,09239
76728,09277
76729,09739
76733,09271
76736,09233
76737,09231
76754,01239
76755,08326
7677,08181
76781,04286
76788,04238
768,09767
76805,19330
76806,19424
76807,19416
76808,19423
76809,19425
76814,17254
76815,17255
76816,17256
76817,17257
76818,17258
76821,19329
76824,17947
7683,22106
7684,08182
76843,17949
76853,23301
76859,10330
76862,10297
76864,10657
76865,10258
76869,10313
76877,10259
76888,10269
769,08003
76900,10264
76905,10321
7691,08297
76919,13626
7693,08183
77,25724
7700,23108
7703,22164
7705,08184
77078,02275
77079,02274
7708,02183
77082,23212
77088,15369
7710,08172
77113,25259
77114,25260
77116,25194
77120,25220
77122,25225
77124,25315
7713,02184
77130,24121
77138,25314
77143,25195
77145,25261
7715,09203
77160,25288
77168,24243
77170,24239
77173,24124
77183,22281
77187,22282
77198,24217
772,08005
77209,25179
7721,09205
77211,25287
7722,08246
77243,08258
77249,08338
7725,23116
77251,08350
77252,08349
77254,08800
77256,08251
77264,08252
77287,11411
77296,03320
7738,22166
774,12014
7748,09206
7749,09249
7755,09253
7758,22115
776,12022
7760,10223
7765,10222
7769,06028
7773,23107
778,12020
7781,22167
7786,22117
77897,02210
77898,02254
779,14826
7794,10225
7797,10224
7805,09207
7806,09208
781,14827
7816,23287
782,14286
7821,08304
7823,23284
78258,20121
7830,23114
784,14828
7844,04141
7857,08302
7858,09209
7862,08301
7866,09210
78733,19296
7877,10213
7885,10253
78857,21233
78859,21225
7886,10252
78860,21223
78861,21221
78862,21220
78863,21222
7888,04138
789,22027
78909,16215
7891,23288
7892,04132
7894,23292
7898,23293
7899,10126
79041,02008
7908,09243
79098,16164
791,22031
7911,09242
79113,04125
7917,08153
7918,23147
7919,22289
7923,23283
7924,06291
79256,07373
79272,07381
79273,07383
79274,07385
79275,07387
79276,07389
79277,07391
79278,07393
79279,07395
79281,07397
79282,07398
79283,07399
79284,07124
79285,07422
79286,07316
79287,07396
79288,07394
79289,07392
79290,07390
79291,07388
79292,07386
79293,07384
79294,07382
793,22033
79304,17834
7931,09155
7932,22299
7937,22290
7939,09154
7957,09241
7959,08287
796,17775
7964,09240
79646,05183
7966,09236
79673,11193
79684,04245
79685,04243
79686,04241
79689,05199
79690,05158
79692,05162
79693,05149
79721,05187
7976,09235
7979,10256
798,17001
7981,08289
7983,06289
7984,10119
7985,08290
7988,09238
7989,10216
799,15808
7990,04137
79931,16364
79932,16339
79933,16340
79934,16341
79935,16332
79936,16393
79937,04192
79938,04194
79944,04246
79948,04193
79949,04191
79950,16348
79951,16352
79952,16361
79953,16350
79954,16351
7996,10217
8000030,76157
8000101,16433
8000103,16436
8000104,16120
8000201,12229
8000213,14207
8000224,08119
8000226,19156
8000229,08245
8000231,08170
8000232,08168
8000242,24015
8000243,24013
8000261,13116
8000266,08322
8000268,16137
8000270,16135
8000271,16134
8000278,04172
8000279,04175
8000280,04177
8000290,02125
8000291,08138
8000292,02124
8000293,24348
8000297,08167
8000299,03327
8000300,04171
8000301,03145
8000303,02132
8000305,01120
8000328,19811
8000330,15301
8000332,15374
8000356,19005
8000362,19172
8000365,01115
8000369,15184
8000371,24203
8000372,23346
8000403,04233
8000406,15104
8000471,19143
8000477,08254
8000478,08382
8000479,08371
8000480,08372
8000481,08373
8000482,08255
8000526,08128
8000530,08130
8000532,08129
8000535,05203
8000541,09272
8000543,09260
8000547,09012
8000635,20217
8000636,18201
8000650,10163
8000652,17013
8000654,18221
8000657,13216
8000658,11428
8000663,24240
8000664,24221
8000668,22273
8000670,22274
8000671,25175
8000672,25176
8000682,01123
8000693,09246
8000694,10117
8000696,10740
8000699,10131
8000709,09247
8000715,11211
8000726,18101
8000732,13005
8000733,13107
8000734,11391
8000735,11281
8000738,08147
8000742,11466
8000743,11163
8000750,18203
8000751,11274
8000752,18152
8000757,09244
8000778,12440
8000781,06015
8000788,12009
8000798,22310
8000799,22311
8000800,22321
8000803,11402
8000804,21257
8000807,20119
8000808,18164
8000809,23363
8000810,07297
8000816,19277
8000821,01044
8000822,21340
8000823,01041
8000831,17101
8000833,04108
8000836,01214
8000837,11482
8000840,11313
8000841,11318
8000845,11315
8000866,23282
8000880,09122
8000884,09123
8000891,10212
8000904,08392
8000905,08395
8000917,10197
8000925,09290
8000927,16322
8000935,16413
8000938,16376
8000939,16155
8000944,16374
8000946,16169
8000958,21335
8000961,19215
8000966,19282
8000990,11493
8000991,18107
8000992,17232
8000994,17239
8000996,18104
8000997,18106
8001010,22379
8001011,21104
8001015,19290
8001017,25127
8001020,04003
8001021,21842
8001028,19280
8001032,20117
8001033,05157
8001034,25164
8001040,02273
8001043,21302
8001070,11478
8001086,13146
8001125,24001
8001126,05147
8001127,04255
8001167,11116
8001205,17208
8001219,12366
8001220,12145
8001233,13147
8001235,11156
8001240,17155
8001241,17154
8001243,13140
8001244,15350
8001264,19014
8001266,03183
8001267,03177
8001321,07195
8001322,04112
8001324,24385
8001367,16001
8001368,16003
8001369,06132
8001370,06133
8001371,06301
8001372,06302
8001374,07280
8001375,07289
8001376,07431
8001378,11137
8001380,22011
8001384,03335
8001388,22385
8001389,22393
8001390,22392
8001391,22387
8001392,22391
8001393,22390
8001394,22232
8001395,22394
8001396,22395
8001401,01289
8001405,24140
8001408,04135
8001411,25154
8001412,25158
8001413,24468
8001414,25313
8001415,21163
8001417,23185
8001418,05217
8001419,05230
8001420,05104
8001421,05112
8001423,18102
8001424,17242
8001427,20246
8001428,20245
8001429,20241
8001430,20242
8001435,15202
8001437,15207
8001438,15210
8001444,12437
8001446,12432
8001449,12434
8001451,12442
8001452,12446
8001453,12117
8001455,12187
8001458,14316
8001460,13337
8001461,13326
8001466,12004
8001467,13299
8001468,13234
8001469,13267
8001470,13268
8001471,13731
8001472,13199
8001473,13159
8001474,08247
8001475,08327
8001484,03157
8001492,25102
8001495,25324
8001496,25323
8001500,25319
8001501,25318
8001502,07346
8001503,07324
8001504,07122
8001506,05262
8001507,05690
8001508,05103
8001509,05226
8001510,04189
8001525,08342
8001526,08341
8001527,08335
8001528,08332
8001529,08333
8001531,11334
8001532,11468
8001533,11465
8001535,19147
8001536,19148
8001549,02222
8001564,08271
8001565,08272
8001566,08334
8001567,08274
8001568,06280
8001569,06282
8001570,08396
8001573,18004
8001575,19268
8001576,19267
8001578,19299
8001599,24307
8001602,24326
8001605,23256
8001606,23255
8001607,23513
8001608,22121
8001609,22122
8001610,20014
8001612,20010
8001613,20008
8001614,20007
8001622,18134
8001623,18135
8001624,18162
8001625,18163
8001626,24475
8001627,24476
8001629,12453
8001630,12457
8001631,12431
8001665,25302
8001666,25303
8001667,18007
8001668,07101
8001669,22172
8001670,07334
8001671,07333
8001675,24477
8001676,24478
8001679,24467
8001680,04218
8001682,24250
8001683,24459
8001685,23221
8001688,24465
8001689,24464
8001695,16005
8001701,22193
8001702,22195
8001703,22196
8001708,15102
8001709,15116
8001718,16295
8001721,16294
8001725,15156
8001726,15164
8001727,19171
8001741,18108
8001743,15252
8001744,18110
8001747,23266
8001750,24451
8001751,24449
8001773,23453
8001774,23488
8001791,17863
8001792,21193
8001793,21200
8001794,21228
8001826,07003
8001827,06012
8001828,06011
8001829,06019
8001831,07331
8001832,07330
8001833,07325
8001834,06194
8001836,07332
8001850,17166
8001870,02003
8001901,23531
8001902,04295
8001903,06774
8001905,02277
8001906,22381
8001907,22382
8001908,22020
8001910,16133
8001918,16391
8001919,16389
8001944,05145
8002063,25332
8002064,25333
8002065,25334
8002066,25335
8002067,25321
8002068,25320
8002069,25337
8002070,25336
8002072,16328
8002073,16329
8002074,16217
8002075,16218
8002080,18116
8002081,18117
8002082,18124
8002111,21113
8002114,19158
8002132,17168
8002143,06114
8002144,22019
8002146,19009
8002147,20005
8002148,19132
8002155,14002
8002156,19284
8002158,06318
8002159,06294
8002160,06274
8002161,01249
8002163,25147
8002164,25148
8002165,25149
8002166,25153
8002167,25155
8002170,24195
8002171,24196
8002174,23330
8002175,25156
8002176,25150
8002177,24469
8002178,24470
8002179,22017
8002180,23344
8002181,23336
8002182,23342
8002186,22018
8002187,12200
8002188,06150
8002189,06153
8002190,06198
8002191,11284
8002193,06300
8002194,06299
8002195,07215
8002196,11469
8002197,11467
8002203,07321
8002204,07355
8002205,07356
8002206,07282
8002207,07374
8002209,07417
8002210,07366
8002212,07319
8002216,24228
8002217,24227
8002218,24265
8002219,24260
8002220,24247
8002221,05150
8002222,05164
8002223,25230
8002224,24234
8002225,24246
8002227,24293
8002228,24296
8002229,24401
8002231,24400
8002232,24359
8002233,24297
8002234,24295
8002235,24294
8002239,14201
8002240,22024
8002241,22022
8002242,22021
8002243,22023
8002247,11409
8002254,15144
8002255,15360
8002256,15413
8002258,16241
8002263,16161
8002264,16304
8002285,16126
8002286,16127
8002289,19404
8002290,19406
8002301,11486
8002302,11485
8002310,19312
8002311,21303
8002312,21304
8002313,21309
8002314,21310
8002315,21311
8002316,21312
8002317,21317
8002318,21313
8002319,21316
8002320,21314
8002321,21315
8002322,21318
8002325,16216
8002327,01118
8002328,09199
8002329,08185
8002334,06196
8002335,20197
8002340,14284
8002341,08175
8002342,11455
8002346,24445
8002347,24434
8002348,24112
8002349,24113
8002350,24123
8002351,23435
8002363,25188
8002369,24174
8002370,24347
8002371,24349
8002372,03341
8002373,03340
8002374,03339
8002375,03338
8002379,12008
8002383,04114
8002387,25231
8002388,25281
8002389,25282
8002390,04215
8002391,25286
8002393,12012
8002394,11389
8002397,13111
8002398,13238
8002407,15118
8002408,15117
8002421,13198
8002423,16213
8002428,18120
8002433,16219
8002435,16212
8002436,16225
8002437,16298
8002438,16152
8002443,23209
8002448,16230
8002449,16229
8002473,08253
8002474,08380
8002475,08257
8002479,06290
8002482,08303
8002484,12014
8002485,12013
8002494,13313
8002495,13314
8002509,06200
8002510,10219
8002511,09106
8002513,06027
8002515,06010
8002519,05193
8002523,07301
8002524,06251
8002527,02218
8002528,01201
8002544,19212
8002545,24448
8002546,24471
8002550,12011
8002551,12463
8002552,12462
8002553,12459
8002554,12458
8002567,12455
8002568,12456
8002569,08260
8002586,12209
8002587,13256
8002588,05215
8002595,19151
8002597,22027
8002598,22029
8002599,22031
8002600,22033
8002601,20015
8002602,20016
8002603,20017
8002604,20018
8002605,20019
8002606,20020
8002607,20164
8002608,21251
8002612,12461
8002613,12460
8002616,17153
8002625,21209
8002626,21213
8002627,21210
8002628,21217
8002629,06167
8002630,24107
8002631,14011
8002632,14012
8002633,14013
8002634,14014
8002635,14225
8002636,14016
8002638,13021
8002640,14063
8002642,14064
8002643,13025
8002644,19216
8002646,13115
8002653,11503
8002654,21341
8002655,20115
8002656,11505
8002661,19270
8002663,19133
8002666,11203
8002667,12464
8002668,19157
8002669,09304
8002672,14220
8002673,15119
8002675,15199
8002677,17011
8002693,12106
8002695,13324
8002696,11329
8002702,09111
8002705,06025
8002711,02150
8002713,19233
8002715,19827
8002724,16849
8002725,16416
8002726,16421
8002727,16417
8002728,16418
8002729,16419
8002730,16293
8002734,16344
8002737,16346
8002740,16233
8002743,13252
8002744,02278
8002746,17307
8002747,17308
8002748,17304
8002749,17309
8002750,17305
8002751,17306
8002753,23121
8002756,25322
8002758,25327
8002759,25326
8002815,14333
8002817,10004
8002827,23392
8002828,07140
8002830,10265
8002832,13223
8002843,16420
8002844,01293
8002845,25340
8002846,25339
8002848,25329
8002849,13279
8002850,13280
8002851,13142
8002864,21258
8002865,21342
8002942,09305
8002944,11506
8002953,24011
8002958,12010
8002962,11341
8002963,11343
8002967,07298
8002968,13117
8003001,03336
8003002,18217
8003048,25312
8003049,25311
8003050,06422
8003051,25104
8003052,08273
8003053,10107
8003054,09245
8003055,21350
8003058,20006
8003062,09306
8003063,09302
8003064,03178
8003065,19850
8003066,19849
8003068,10221
8003072,15412
8003074,08108
8003075,02279
8003078,24447
8003079,24446
8003081,15415
8003082,15414
8003083,16188
8003084,16189
8003085,17234
8003087,17233
8003088,25328
8003089,25232
8003090,25317
8003091,09307
8003094,09308
8003096,16013
8003097,16012
8003098,16011
8003099,16010
8003100,16009
8003101,16008
8003102,16007
8003103,07008
8003104,07007
8003105,07010
8003106,07009
8003107,07012
8003108,07011
8003109,07014
8003111,20247
8003112,25121
8003113,18139
8003119,10145
8003120,09169
8003121,19852
8003122,14335
8003123,14334
8003137,25341
8003138,22012
8003139,12466
8003140,12467
8003141,12465
8003142,13114
8003143,22009
8003145,03343
8003146,03342
8003149,20202
8003153,06171
8003158,14336
8003159,12471
8003160,14340
8003161,14341
8003162,14339
8003163,14338
8003164,14337
8003170,17145
8003171,12016
8003172,12015
8003173,12018
8003174,12017
8003175,12020
8003176,12019
8003177,12021
8003178,12024
8003179,12023
8003180,12026
8003181,12025
8003182,12028
8003183,12027
8003185,12203
8003186,08400
8004,23126
8004160,84272
8005010,90244
8005030,76158
8007,06164
8010,09177
8011,23291
8012,04136
8015,23305
8018,23280
8025,23314
803,15806
8033,09230
8039,10261
8040,23138
8041,10260
8042,09180
8045,23273
8046,23128
8048,09228
8049,23135
8050,10263
8052,10195
8058,23303
8059,09229
8060,10229
8065,10228
8068,08132
8070,23177
8078,04232
8081,10116
8084,10115
8088,23205
8090,06278
8091,23136
8096,23216
8098,08278
8099,04129
81,24715
8100261,13116
8100301,03145
8100657,13216
8100738,08147
8100810,07297
8100831,17101
8100840,11313
8100841,11318
8100845,11315
8100935,16413
8100990,11493
8100992,17232
8101423,18102
8101446,12432
8101473,13159
8101549,02222
8101630,12457
8101918,16391
8102,06216
8102111,21113
8102191,11284
8102408,15117
8102438,16152
8102448,16230
8102494,13313
8102495,13314
8102524,06251
8102588,05215
8102625,21209
8102626,21213
8102627,21210
8102628,21217
8102654,21341
8102758,25327
8102759,25326
8103119,10145
8103123,14334
8105,04130
8107,09182
811,16902
8115,04176
8120,23277
8122,04186
8127,10231
8129,10244
813,08381
8132,23306
8134,10232
8135,09183
8136,04185
8138,04178
814,16893
8140,08136
8143,04180
8145,06285
8146,10108
8148,08135
815,16730
8151,04179
8153,06284
817,16602
8176,10003
8182,04187
8185,10134
8188,08280
8197,04236
8202,10132
8204,04237
8208,06112
8210,06275
8211,04188
8220,06159
8231,09185
8233,23300
8238,22312
8242,10198
8247,09184
8253,10199
8259,10130
8262,22313
8264,23276
8269,23214
8277,10138
8281,10137
8283,04244
8286,06273
8288,10266
8300,06272
8300548,19427
8300549,19428
8300550,22272
8300552,18131
8300553,18130
8300554,20122
8300559,17103
8300561,17252
8302,04242
8303,08186
8308,06113
8313,04181
8314,10146
8315,23207
8317,10144
8318,22314
832,03736
8320,22315
8323,04182
8331,10148
8332,11302
8337,10147
8339,22316
834,03749
8341,23210
8344,23254
8345,23211
8346,23257
8349,22317
835,04783
8350,11330
8351,10150
8353,10236
8357,10235
8361,11292
8363,10149
8364,04200
8369,11304
8372,04199
8373,11305
8376,10152
8378,06271
838,04785
8380,06270
8383,10151
8384,06205
8385,11194
8386,23340
8389,08187
8391,04197
8392,04198
8395,04240
8398,11195
84,24662
840,04787
8402,11306
8403,11307
8407,11181
8409,08188
8410,11270
8416,23333
842,04789
8420,06117
8423,13170
8426,14150
843,04790
8432,14149
844,04791
8447,21196
8454,21197
846,04793
8460,14154
8463,14155
8465,13173
8471,13172
8475,14215
8478,20169
848,04795
8484,20170
8488,03244
8490,03243
8495,03136
85,24710
